M0000	1	62	51	63	63	0	0	0	1	0	0	0	0	0	0
M0000	1	198	89	42	42	0	0	0	0	0	0	0	0	0	1
M0000	1	41	160	56	56	0	0	0	0	1	0	0	0	0	0
M0000	1	177	167	49	49	0	0	0	1	0	0	0	0	0	0
M0001	1	73	93	14	14	0	0	0	0	0	0	0	1	0	0
M0001	1	167	73	63	63	1	0	0	0	0	0	0	0	0	0
M0001	1	71	147	49	49	0	0	0	1	0	0	0	0	0	0
M0001	1	215	184	14	14	0	1	0	0	0	0	0	0	0	0
M0002	1	85	69	14	14	0	0	0	0	0	0	0	0	1	0
M0002	1	149	46	70	70	0	0	0	0	0	1	0	0	0	0
M0002	1	20	160	42	42	0	0	0	0	0	0	0	0	1	0
M0002	1	156	175	49	49	0	0	0	1	0	0	0	0	0	0
M0003	1	38	92	28	28	0	0	0	0	1	0	0	0	0	0
M0003	1	151	56	35	35	0	1	0	0	0	0	0	0	0	0
M0003	1	82	171	14	14	0	0	0	0	0	1	0	0	0	0
M0003	1	182	172	42	42	0	1	0	0	0	0	0	0	0	0
M0004	1	64	21	35	35	0	0	0	0	0	1	0	0	0	0
M0004	1	190	75	28	28	0	0	0	0	1	0	0	0	0	0
M0004	1	42	168	70	70	1	0	0	0	0	0	0	0	0	0
M0004	1	188	188	49	49	0	0	0	0	0	0	1	0	0	0
M0005	1	57	87	21	21	0	0	0	1	0	0	0	0	0	0
M0005	1	174	45	63	63	0	1	0	0	0	0	0	0	0	0
M0005	1	40	151	70	70	0	0	0	0	0	0	0	0	1	0
M0005	1	195	152	14	14	1	0	0	0	0	0	0	0	0	0
M0006	1	56	73	21	21	1	0	0	0	0	0	0	0	0	0
M0006	1	158	84	42	42	0	0	0	0	0	0	0	1	0	0
M0006	1	44	146	63	63	0	0	0	0	1	0	0	0	0	0
M0006	1	164	169	63	63	0	0	0	0	0	0	1	0	0	0
M0007	1	29	68	49	49	0	0	1	0	0	0	0	0	0	0
M0007	1	137	71	35	35	0	0	0	0	0	0	1	0	0	0
M0007	1	38	153	49	49	0	0	0	0	0	0	1	0	0	0
