M0001	1	73.5	92.5	9	15	0	0	0	0	0	0	0	1	0	0
M0001	1	72.0	143.0	26	37	0	0	0	1	0	0	0	0	0	0
M0001	1	167.0	68.0	36	48	1	0	0	0	0	0	0	0	0	0
M0001	1	215.0	184.0	10	11	0	1	0	0	0	0	0	0	0	0
M0002	1	86.0	70.0	10	11	0	0	0	0	0	0	0	0	1	0
M0002	1	152.5	52.5	51	45	0	0	0	0	0	1	0	0	0	0
M0002	1	22.0	157.0	22	32	0	0	0	0	0	0	0	0	1	0
M0002	1	154.0	172.0	26	38	0	0	0	1	0	0	0	0	0	0
M0003	1	39.0	91.0	18	25	0	0	0	0	1	0	0	0	0	0
M0003	1	153.0	50.0	14	29	0	1	0	0	0	0	0	0	0	0
M0003	1	84.0	173.0	12	9	0	0	0	0	0	1	0	0	0	0
M0003	1	182.5	161.5	19	35	0	1	0	0	0	0	0	0	0	0
M0004	1	68.5	27.5	27	18	0	0	0	0	0	1	0	0	0	0
M0004	1	191.0	76.0	20	24	0	0	0	0	1	0	0	0	0	0
M0004	1	45.0	164.0	44	53	1	0	0	0	0	0	0	0	0	0
M0004	1	188.5	182.5	29	35	0	0	0	0	0	0	1	0	0	0
M0005	1	58.0	87.0	14	18	0	0	0	1	0	0	0	0	0	0
M0005	1	177.5	32.5	19	48	0	1	0	0	0	0	0	0	0	0
M0005	1	41.0	149.0	42	50	0	0	0	0	0	0	0	0	1	0
M0005	1	195.5	150.5	13	14	1	0	0	0	0	0	0	0	0	0
M0006	1	58.0	78.0	16	12	1	0	0	0	0	0	0	0	0	0
M0006	1	157.5	84.5	21	31	0	0	0	0	0	0	0	1	0	0
M0006	1	45.0	143.0	38	47	0	0	0	0	1	0	0	0	0	0
M0006	1	167.5	160.5	29	47	0	0	0	0	0	0	1	0	0	0
M0007	1	31.0	69.0	32	36	0	0	1	0	0	0	0	0	0	0
M0007	1	139.5	65.5	19	29	0	0	0	0	0	0	1	0	0	0
M0007	1	40.5	147.5	33	37	0	0	0	0	0	0	1	0	0	0
M0007	1	154.5	156.5	9	19	0	1	0	0	0	0	0	0	0	0
M0008	1	70.5	28.5	43	36	1	0	0	0	0	0	0	0	0	0
M0008	1	204.0	85.0	8	11	0	0	0	0	0	0	1	0	0	0
M0008	1	136.0	149.0	16	27	0	0	0	0	0	0	0	0	0	1
M0008	1	69.5	172.5	41	51	0	0	0	0	0	1	0	0	0	0
M0009	1	46.5	72.5	17	22	0	0	0	0	1	0	0	0	0	0
M0009	1	124.5	84.5	9	13	0	0	0	0	1	0	0	0	0	0
M0009	1	66.0	144.0	48	52	0	0	0	0	0	0	1	0	0	0
M0009	1	137.0	187.0	8	12	0	0	0	0	0	0	0	0	0	1
M0010	1	65.0	71.0	36	39	0	0	0	1	0	0	0	0	0	0
M0010	1	196.5	7.5	13	13	0	1	0	0	0	0	0	0	0	0
M0010	1	134.0	165.0	18	22	0	0	0	1	0	0	0	0	0	0
M0010	1	52.0	176.0	34	41	1	0	0	0	0	0	0	0	0	0
M0011	1	38.0	25.0	24	44	0	0	1	0	0	0	0	0	0	0
M0011	1	167.5	71.5	11	12	0	0	1	0	0	0	0	0	0	0
M0011	1	74.5	178.5	9	12	0	0	0	0	0	0	0	1	0	0
M0011	1	161.5	181.5	23	48	0	0	0	0	0	0	0	1	0	0
M0012	1	53.0	72.0	20	23	0	0	0	0	0	0	1	0	0	0
M0012	1	160.0	24.0	22	32	0	0	0	0	0	0	0	0	0	1
M0012	1	26.0	145.0	18	21	0	0	0	0	0	1	0	0	0	0
M0012	1	174.5	197.5	25	31	0	0	0	0	1	0	0	0	0	0
M0013	1	31.5	76.5	23	37	0	0	0	0	0	0	0	0	0	1
